winery,wine_name,year,rating,region,price_euros,vine_type,grape_variety,wine_ageing,service_temperature,quality_price_ratio,luxury_category,cluster_id
Mas Bertran,Argila Reserva 3 Anys Brut Nature,2013,4.3,Penedes,21.6,Espumoso,Blend/Other,1,6-8°C,0.199,0,5
Bodegas Gama,Octogenarius,2014,4.3,Rioja,46.5,Tinto,Grenache,0,16-18°C,0.092,0,2
Edetaria,Finca La Pedrissa,2015,4.3,Terra Alta,37.9,Tinto,Blend/Other,0,16-18°C,0.113,0,2
Hacienda Zorita Natural Reserve,Magister,2017,4.3,Arribes,35.5,Tinto,Blend/Other,0,16-18°C,0.121,0,2
Valtravieso,Ribera del Duero Vendimia Seleccionada VT,2018,4.3,Ribera del Duero,27.9,Tinto,Tempranillo,0,16-18°C,0.154,0,7
Ton Rimbau,Porcellanic VI Xarel-lo Sur Lie,2011,4.3,Penedes,110.47,Desconocido,Blend/Other,0,10-14°C,0.039,1,3
Can Xanet,Sibila,2017,4.3,Mallorca,32.46,Tinto,Blend/Other,0,16-18°C,0.132,0,2
Castillo Perelada,Emporda Reserva Especial Don Miguel Mateu,2015,4.3,Emporda,15.56,Tinto,Blend/Other,1,16-18°C,0.276,0,6
A Coroa,200 Cestos Godello,2020,4.3,Valdeorras,23.7,Desconocido,Blend/Other,0,10-14°C,0.181,0,3
Sebio,Heaven & Hell,2017,4.3,Galicia,18.5,Desconocido,Blend/Other,0,10-14°C,0.232,0,3
Celler de Capcanes,Cabrida Montsant,2018,4.3,Montsant,36.85,Tinto,Blend/Other,0,16-18°C,0.117,0,2
Alonso & Pedrajo,Suane Blanco,2017,4.3,Rioja,23.9,Blanco,Viura,0,8-10°C,0.18,0,1
Bodegas Amaren,Garnacha,2014,4.3,Rioja,38.0,Tinto,Grenache,0,16-18°C,0.113,0,2
Jimenez-Landi,Cantos del Diablo,2017,4.3,Mentrida,101.01,Tinto,Grenache,0,16-18°C,0.043,1,2
Bodegas Ochoa,Vendimia Tardia Moscatel,2020,4.3,Navarra,13.75,Desconocido,Blend/Other,0,10-14°C,0.313,0,3
Mandia Vell,Pinot Noir,2017,4.3,Mallorca,29.38,Tinto,Blend/Other,0,16-18°C,0.146,0,2
Bodega Juan Carlos Sancha,Cerro La Isa Blanco,2018,4.3,Rioja,44.9,Blanco,Viura,0,8-10°C,0.096,0,1
Valdecuevas,Cuvee Verdejo,2018,4.3,Rueda,12.0,Blanco,Verdejo,0,8-10°C,0.358,0,1
Algueira,Anadelia,2015,4.3,Ribeira Sacra,38.5,Desconocido,Blend/Other,0,10-14°C,0.112,0,3
Sebio,Salvaxe,2017,4.3,Ribeiro,28.35,Blanco,Treixadura,0,8-10°C,0.152,0,1
Telmo Rodriguez,Tabuerniga,2018,4.3,Rioja,65.22,Tinto,Tempranillo,0,16-18°C,0.066,1,7
Mocen,Seleccion Especial Verdejo,2021,4.3,Rueda,6.26,Blanco,Verdejo,0,8-10°C,0.687,0,1
Estones,Coster d'en Fornos,2017,4.3,Montsant,40.55,Tinto,Blend/Other,0,16-18°C,0.106,0,2
Bodega Tameran,Malvasia Volcanica,2020,4.3,Gran Canaria,31.9,Desconocido,Blend/Other,0,10-14°C,0.135,0,3
Inurrieta,Laderas de Inurrieta,2017,4.3,Navarra,26.1,Tinto,Blend/Other,0,16-18°C,0.165,0,2
Telmo Rodriguez,El Velado Tinto,2017,4.3,Rioja,73.95,Tinto,Tempranillo,0,16-18°C,0.058,1,7
Trus,Pico de Luyas,2018,4.3,Ribera del Duero,48.9,Tinto,Tempranillo,0,16-18°C,0.088,0,7
Flor de Chasna,Blanco Afrutado,2020,4.3,Abona,11.99,Blanco,Blend/Other,0,8-10°C,0.359,0,1
Lagar de Sabariz,A Pita Cega,2015,4.3,Galicia,44.8,Desconocido,Blend/Other,0,10-14°C,0.096,0,3
Mestres,Mas Via Gran Reserva Brut,2002,4.3,Cava,76.17,Espumoso,Blend/Other,1,6-8°C,0.056,1,5
Muga,Prado Enea Gran Reserva,1970,4.3,Rioja,120.0,Tinto,Tempranillo,1,16-18°C,0.036,1,6
Campillo,Finca Cuesta Clara Raro Reserva,2016,4.3,Rioja,39.5,Tinto,Tempranillo,1,16-18°C,0.109,0,6
Naia,Naiades,2018,4.3,Rueda,19.03,Blanco,Verdejo,0,8-10°C,0.226,0,1
AGE,Fuenmayor Gran Reserva,1959,4.3,Rioja,230.0,Tinto,Tempranillo,1,16-18°C,0.019,1,6
Marques de Murrieta,Dalmau Rioja,1996,4.3,Rioja,110.0,Tinto,Tempranillo,0,16-18°C,0.039,1,7
Marques de Riscal,Rioja Reserva,1964,4.3,Rioja,310.0,Tinto,Tempranillo,1,16-18°C,0.014,1,6
Navajas,Mirador de Navajas Reserva Rioja,2011,4.3,Rioja,28.7550102072719,Tinto,Tempranillo,1,16-18°C,0.15,0,6
Altanza,Coleccion Roberto Amillo Amontillado,2015,4.3,Jerez Amontillado,39.9,Generoso,Blend/Other,0,12-14°C,0.108,0,4
Alvaro Domecq,1730 Amontillado,2015,4.3,Jerez Amontillado,34.65,Generoso,Blend/Other,0,12-14°C,0.124,0,4
Allende,Aurus,2011,4.3,Rioja,211.92,Tinto,Tempranillo,0,16-18°C,0.02,1,7
Bodega Juan Carlos Sancha,Cerro La Isa Garnacha,2018,4.3,Rioja,43.9,Tinto,Tempranillo,0,16-18°C,0.098,0,7
Vinyes del Terrer,Nus del Terrer,2016,4.3,Tarragona,25.9,Tinto,Blend/Other,0,16-18°C,0.166,0,2
Cepas Familiares,Nivel,2018,4.3,Ribera del Duero,35.0,Tinto,Tempranillo,0,16-18°C,0.123,0,7
Bodegas Faustino,I Gran Reserva,1968,4.3,Rioja,160.0,Tinto,Tempranillo,1,16-18°C,0.027,1,6
Dominio de Loalva,Seleccion Especial,2016,4.3,Ribera del Duero,32.0,Tinto,Tempranillo,0,16-18°C,0.134,0,7
El Regajal,Galia Clos Santuy,2017,4.3,Castilla y Leon,74.9,Tinto,Blend/Other,0,16-18°C,0.057,1,2
Ysios,Seleccion,2016,4.3,Rioja,30.0,Tinto,Tempranillo,0,16-18°C,0.143,0,7
Antidoto,Le Rose,2018,4.3,Ribera del Duero,49.0,Tinto,Tempranillo,0,16-18°C,0.088,0,7
Zifar,Pago de las Sabinas,2016,4.3,Ribera del Duero,39.55,Tinto,Tempranillo,0,16-18°C,0.109,0,7
Romate,Old & Plus Oloroso,2015,4.3,Jerez Oloroso,45.0,Generoso,Blend/Other,0,12-14°C,0.096,0,4
Altanza,Coleccion Roberto Amillo Palo Cortado,2015,4.3,Jerez-Xeres-Sherry,47.7,Generoso,Blend/Other,0,12-14°C,0.09,0,4
Volver,Alicante Bouschet by Tarima,2018,4.3,Alicante,14.9,Tinto,Monastrell,0,16-18°C,0.289,0,2
Marques de Riscal,Rioja Gran Reserva,2016,4.3,Rioja,46.45,Tinto,Tempranillo,1,16-18°C,0.093,0,6
Rodriguez de Vera,Tinto,2017,4.3,Almansa,15.45,Tinto,Blend/Other,0,16-18°C,0.278,0,2
Bordalas Garcia,Gueta-Lupia,2011,4.3,Priorato,31.75,Tinto,Grenache / Carinena,0,16-18°C,0.135,0,7
Sierra Cantabria,Amancio,2002,4.3,Rioja,110.0,Tinto,Tempranillo,0,16-18°C,0.039,1,7
Bodega Tameran,Marmajuelo,2020,4.3,Gran Canaria,29.75,Desconocido,Blend/Other,0,10-14°C,0.145,0,3
Rimarts,Cava Reserva Especial Chardonnay Brut Nature,2016,4.3,Cava,18.5,Espumoso,Blend/Other,1,6-8°C,0.232,0,5
Pinna Fidelis,Ribera del Duero Vendimia Seleccionada,2016,4.3,Ribera del Duero,19.8563175,Tinto,Tempranillo,0,16-18°C,0.217,0,7
Habla,No. 23,2017,4.3,Extremadura,23.1,Tinto,Blend/Other,0,16-18°C,0.186,0,2
Jimenez-Landi,Las Iruelas El Tiemblo,2018,4.3,Castilla y Leon,97.07,Tinto,Grenache,0,16-18°C,0.044,1,2
Loess,Tinto,2019,4.3,Ribera del Duero,8.57,Tinto,Tempranillo,0,16-18°C,0.502,0,7
Jimenez-Landi,Cantos del Diablo,2016,4.3,Mentrida,67.95,Tinto,Grenache,0,16-18°C,0.063,1,2
Javier Sanz Viticultor,V Dulce de Invierno,2018,4.3,Castilla y Leon,17.74,Desconocido,Blend/Other,0,10-14°C,0.242,0,3
Dominio de Anza,Diego Magana,2020,4.3,Rioja,37.9,Tinto,Tempranillo,0,16-18°C,0.113,0,7
Bodegas Amaren,Graciano,2012,4.3,Rioja,68.0,Tinto,Tempranillo,0,16-18°C,0.063,1,7
Gomez Cruzado,Cerro Las Cuevas Seleccion Terroir,2019,4.3,Rioja,39.89,Tinto,Tempranillo,0,16-18°C,0.108,0,7
Hacienda Solano,Pena Lobera,2018,4.3,Ribera del Duero,68.9,Tinto,Tempranillo,0,16-18°C,0.062,1,7
Altos de Rioja,Altos R Pigeage Graciano,2016,4.3,Rioja,35.0,Tinto,Tempranillo,0,16-18°C,0.123,0,7
Samsara,Ronda,2015,4.3,Sierras de Malaga,32.5,Tinto,Blend/Other,0,16-18°C,0.132,0,2
Ordonez,Nisia Las Suertes Verdejo Old Vines,2020,4.3,Rueda,16.9,Blanco,Verdejo,0,8-10°C,0.254,0,1
Josep Grau Viticultor,Territori,2019,4.3,Montsant,23.6,Tinto,Blend/Other,0,16-18°C,0.182,0,2
Cuentavinas,Alomado,2018,4.3,Rioja,46.95,Tinto,Tempranillo,0,16-18°C,0.092,0,7
Bodegas Gama,Octogenarius,2015,4.3,Rioja,36.9,Tinto,Grenache,0,16-18°C,0.117,0,2
Miguel Merino,Gran Reserva,2000,4.3,Rioja,48.81,Tinto,Tempranillo,1,16-18°C,0.088,0,6
Los Aguilares,Pinot Noir,2020,4.3,Sierras de Malaga,33.5,Tinto,Blend/Other,0,16-18°C,0.128,0,2
Nin-Ortiz,Selma de Nin Blanco,2017,4.3,Cataluna,56.95,Blanco,Blend/Other,0,8-10°C,0.076,1,1
Zifar,Senda de Los Olivos Roble,2020,4.3,Ribera del Duero,8.9,Tinto,Tempranillo,1,16-18°C,0.483,0,6
Felix Solis,Mucho Mas Tinto,2015,4.2,Vino de Espana,4.99,Tinto,Blend/Other,0,16-18°C,0.842,0,2
Marques de Riscal,Rioja Reserva,2016,4.2,Rioja,15.9,Tinto,Tempranillo,1,16-18°C,0.264,0,6
La Rioja Alta,Vina Ardanza Reserva,2007,4.2,Rioja,23.7,Tinto,Tempranillo,1,16-18°C,0.177,0,6
Marques de Murrieta,Reserva Rioja (Finca Ygay),2016,4.2,Rioja,23.0,Tinto,Tempranillo,1,16-18°C,0.183,0,6
Emilio Moro,Ribera del Duero,2018,4.2,Ribera del Duero,19.5,Tinto,Tempranillo,0,16-18°C,0.215,0,7
Emilio Moro,Ribera del Duero,2017,4.2,Ribera del Duero,21.2,Tinto,Tempranillo,0,16-18°C,0.198,0,7
Tinto Pesquera,Reserva,2012,4.2,Ribera del Duero,27.0,Tinto,Tempranillo,1,16-18°C,0.156,0,6
La Rioja Alta,Vina Ardanza Reserva,2008,4.2,Rioja,33.0,Tinto,Tempranillo,1,16-18°C,0.127,0,6
El Coto,Coto de Imaz Rioja Gran Reserva,2012,4.2,Rioja,16.14,Tinto,Tempranillo,1,16-18°C,0.26,0,6
Dominio de Pingus,PSI,2016,4.2,Ribera del Duero,37.95,Tinto,Tempranillo,0,16-18°C,0.111,0,7
La Rioja Alta,Vina Alberdi Reserva,2015,4.2,Rioja,17.02,Tinto,Tempranillo,1,16-18°C,0.247,0,6
Abadia Retuerta,Seleccion Especial,2014,4.2,Sardon de Duero,49.85,Tinto,Blend/Other,0,16-18°C,0.084,0,2
Mar de Frades,Rias Baixas Albarino Atlantico,2019,4.2,Rias Baixas,14.95,Blanco,Albarino,0,8-10°C,0.281,0,1
Matarromera,Crianza,2016,4.2,Ribera del Duero,9.76,Tinto,Tempranillo,1,16-18°C,0.43,0,6
Arzuaga,Ribera del Duero Crianza,2016,4.2,Ribera del Duero,19.16,Tinto,Tempranillo,1,16-18°C,0.219,0,6
La Rioja Alta,Vina Alberdi Reserva,2016,4.2,Rioja,15.8,Tinto,Tempranillo,1,16-18°C,0.266,0,6
Imperial,Rioja Reserva,2015,4.2,Rioja,19.8333333333333,Tinto,Tempranillo,1,16-18°C,0.212,0,6
Protos,27 Ribera del Duero,2016,4.2,Ribera del Duero,21.0,Tinto,Tempranillo,0,16-18°C,0.2,0,7
Terras Gauda,Terras Gauda O Rosal,2020,4.2,Rias Baixas,12.29,Blanco,Albarino,0,8-10°C,0.342,0,1
Protos,27 Ribera del Duero,2017,4.2,Ribera del Duero,23.75,Tinto,Tempranillo,0,16-18°C,0.177,0,7
Remelluri,Rioja Reserva,2012,4.2,Rioja,15.83,Tinto,Tempranillo,1,16-18°C,0.265,0,6
Arzuaga,Ribera del Duero Crianza,2017,4.2,Ribera del Duero,15.45,Tinto,Tempranillo,1,16-18°C,0.272,0,6
Familia Torres,Salmos,2016,4.2,Priorato,24.85,Tinto,Grenache / Carinena,0,16-18°C,0.169,0,7
Pago de Los Capellanes,Crianza Tinto,2017,4.2,Ribera del Duero,20.95,Tinto,Tempranillo,1,16-18°C,0.2,0,6
Marques de Riscal,Rioja Gran Reserva,2007,4.2,Rioja,28.43,Tinto,Tempranillo,1,16-18°C,0.148,0,6
R. Lopez de Heredia,Vina Bosconia Reserva,2008,4.2,Rioja Alta,22.58,Tinto,Blend/Other,1,16-18°C,0.186,0,6
Bodegas Mauro,Red,2011,4.2,Castilla y Leon,58.26,Tinto,Blend/Other,0,16-18°C,0.072,1,2
R. Lopez de Heredia,Vina Bosconia Reserva,2007,4.2,Rioja Alta,20.95,Tinto,Blend/Other,1,16-18°C,0.2,0,6
Familia Torres,Mas La Plana Cabernet Sauvignon,2010,4.2,Penedes,48.4,Tinto,Cabernet Sauvignon,0,16-18°C,0.087,0,2
Rafael Palacios,Louro Godello,2019,4.2,Valdeorras,19.7,Desconocido,Blend/Other,0,10-14°C,0.213,0,3
Imperial,Rioja Reserva,2016,4.2,Rioja,24.75,Tinto,Tempranillo,1,16-18°C,0.17,0,6
Bodegas Roda,Roda Reserva Rioja,2015,4.2,Rioja,55.47,Tinto,Tempranillo,1,16-18°C,0.076,1,6
Bodegas Roda,Roda Reserva Rioja,2012,4.2,Rioja,28.4,Tinto,Tempranillo,1,16-18°C,0.148,0,6
Imperial,Rioja Reserva,2014,4.2,Rioja,27.6,Tinto,Tempranillo,1,16-18°C,0.152,0,6
Juan Gil,Jumilla Blue Label,2015,4.2,Jumilla,24.76,Tinto,Blend/Other,0,16-18°C,0.17,0,2
Juan Gil,Jumilla Blue Label,2018,4.2,Jumilla,24.6,Tinto,Blend/Other,0,16-18°C,0.171,0,2
Juan Gil,Jumilla Blue Label,2017,4.2,Jumilla,22.5,Tinto,Blend/Other,0,16-18°C,0.187,0,2
Bodegas Faustino,I Gran Reserva,1994,4.2,Rioja,124.5,Tinto,Tempranillo,1,16-18°C,0.034,1,6
Carmelo Rodero,Crianza,2017,4.2,Ribera del Duero,19.99,Tinto,Tempranillo,1,16-18°C,0.21,0,6
Atalaya,La Atalaya del Camino,2017,4.2,Almansa,11.8,Tinto,Blend/Other,0,16-18°C,0.356,0,2
Protos,27 Ribera del Duero,2018,4.2,Ribera del Duero,23.74,Tinto,Tempranillo,0,16-18°C,0.177,0,7
Bodegas Roda,Roda Reserva Rioja,2013,4.2,Rioja,30.35,Tinto,Tempranillo,1,16-18°C,0.138,0,6
Protos,Gran Reserva,2012,4.2,Ribera del Duero,38.84,Tinto,Tempranillo,1,16-18°C,0.108,0,6
Remelluri,Rioja Reserva,2013,4.2,Rioja,21.5,Tinto,Tempranillo,1,16-18°C,0.195,0,6
Tinto Pesquera,Reserva,2015,4.2,Ribera del Duero,29.95,Tinto,Tempranillo,1,16-18°C,0.14,0,6
Marques de Riscal,Rioja 150 Aniversario,2010,4.2,Rioja,59.0,Tinto,Tempranillo,0,16-18°C,0.071,1,7
Pintia,Toro,2006,4.2,Toro,98.9,Tinto,Tempranillo,0,16-18°C,0.042,1,7
Bodegas Roda,Roda Reserva Rioja,2014,4.2,Rioja,59.9,Tinto,Tempranillo,1,16-18°C,0.07,1,6
Alto Moncayo,Veraton Garnacha,2014,4.2,Campo de Borja,19.94,Tinto,Grenache,0,16-18°C,0.211,0,2
R. Lopez de Heredia,Vina Bosconia Reserva,2009,4.2,Rioja Alta,23.52,Tinto,Blend/Other,1,16-18°C,0.179,0,6
Casa Rojo,Alexander vs. The Ham Factory,2016,4.2,Ribera del Duero,33.3733333333333,Tinto,Tempranillo,0,16-18°C,0.126,0,7
Dominio de Pingus,PSI,2019,4.2,Ribera del Duero,34.5,Tinto,Tempranillo,0,16-18°C,0.122,0,7
Alto Moncayo,Veraton Garnacha,2018,4.2,Campo de Borja,21.6,Tinto,Grenache,0,16-18°C,0.194,0,2
La Rioja Alta,Vina Alberdi Crianza,2015,4.2,Rioja,11.2,Tinto,Tempranillo,1,16-18°C,0.375,0,6
Huerta de Albala,Taberner Tierra de Cadiz,2014,4.2,Cadiz,32.0010770950795,Tinto,Syrah,0,16-18°C,0.131,0,2
Marques de Riscal,Rioja Gran Reserva,2011,4.2,Rioja,39.5,Tinto,Tempranillo,1,16-18°C,0.106,0,6
Garmon,Ribera del Duero,2015,4.2,Ribera del Duero,33.59,Tinto,Tempranillo,0,16-18°C,0.125,0,7
Marques de Murrieta,Capellania Reserva,2015,4.2,Rioja,29.15,Blanco,Viura,1,8-10°C,0.144,0,1
Aster,Finca El Otero,2014,4.2,Ribera del Duero,28.75,Tinto,Tempranillo,0,16-18°C,0.146,0,7
Matarromera,Crianza,2017,4.2,Ribera del Duero,16.88,Tinto,Tempranillo,1,16-18°C,0.249,0,6
Gramona,Gessami,2019,4.2,Penedes,9.95,Desconocido,Blend/Other,0,10-14°C,0.422,0,3
Dominio de Atauta,Dominio de Atauta,2016,4.2,Ribera del Duero,25.71,Tinto,Tempranillo,0,16-18°C,0.163,0,7
Bodegas Ximenez-Spinola,Finest Old Harvest Medium,2015,4.2,Jerez-Xeres-Sherry,18.87,Generoso,Pedro Ximenez,0,12-14°C,0.223,0,4
Huerta de Albala,Taberner Tierra de Cadiz,2015,4.2,Cadiz,17.04,Tinto,Syrah,0,16-18°C,0.246,0,2
Montecastro,Ribera del Duero Red,2015,4.2,Ribera del Duero,18.9,Tinto,Tempranillo,0,16-18°C,0.222,0,7
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2017,4.2,Ribera del Duero,55.75,Tinto,Tempranillo,0,16-18°C,0.075,1,7
Garmon,Ribera del Duero,2014,4.2,Ribera del Duero,37.9,Tinto,Tempranillo,0,16-18°C,0.111,0,7
Bodegas La Horra,Corimbo I,2014,4.2,Ribera del Duero,39.0,Tinto,Tempranillo,0,16-18°C,0.108,0,7
Carmelo Rodero,Crianza,2018,4.2,Ribera del Duero,16.49,Tinto,Tempranillo,1,16-18°C,0.255,0,6
Lustau,Vermut Rojo,2015,4.2,Jerez-Xeres-Sherry,11.9,Desconocido,Blend/Other,0,10-14°C,0.353,0,3
Atalaya,La Atalaya del Camino,2019,4.2,Almansa,11.66,Tinto,Blend/Other,0,16-18°C,0.36,0,2
R. Lopez de Heredia,Vina Tondonia Reserva Blanco,2005,4.2,Rioja Alta,26.9,Blanco,Blend/Other,1,8-10°C,0.156,0,1
Protos,Reserva 5 Ano,2015,4.2,Ribera del Duero,22.95,Tinto,Tempranillo,1,16-18°C,0.183,0,6
Emilio Moro,Malleolus,2014,4.2,Ribera del Duero,31.95,Tinto,Tempranillo,0,16-18°C,0.131,0,7
Gonzalez-Byass,Del Duque Amontillado Sherry VORS,2015,4.2,Jerez Amontillado,77.22,Generoso,Blend/Other,0,12-14°C,0.054,1,4
Alvaro Palacios,Les Terrasses Velles Vinyes Priorat,2017,4.2,Priorato,85.9,Tinto,Grenache / Carinena,0,16-18°C,0.049,1,7
Familia Torres,Salmos,2017,4.2,Priorato,20.99,Tinto,Grenache / Carinena,0,16-18°C,0.2,0,7
Bodega Numanthia,Numanthia,2013,4.2,Toro,51.19,Tinto,Tempranillo,0,16-18°C,0.082,1,7
Alvaro Palacios,Les Terrasses Laderas de Pizarra,2016,4.2,Priorato,32.25,Tinto,Grenache / Carinena,0,16-18°C,0.13,0,7
Merum Priorati,Inici,2017,4.2,Priorato,39.0,Tinto,Grenache / Carinena,0,16-18°C,0.108,0,7
Familia Torres,Mas La Plana Cabernet Sauvignon,2016,4.2,Penedes,56.26,Tinto,Cabernet Sauvignon,0,16-18°C,0.075,1,2
Bodegas La Horra,Corimbo I,2011,4.2,Ribera del Duero,23.4,Tinto,Tempranillo,0,16-18°C,0.179,0,7
Castillo Perelada,5 Finques (Fincas) Reserva,2017,4.2,Emporda,11.35,Tinto,Blend/Other,1,16-18°C,0.37,0,6
Bodegas La Horra,Corimbo I,2013,4.2,Ribera del Duero,37.5,Tinto,Tempranillo,0,16-18°C,0.112,0,7
Quinta Sardonia,QS,2010,4.2,Castilla y Leon,40.76,Tinto,Blend/Other,0,16-18°C,0.103,0,2
Martinet,Martinet Bru (Garnatxa - Syrah),2019,4.2,Priorato,21.9,Tinto,Grenache / Carinena,0,16-18°C,0.192,0,7
La Rioja Alta,Vina Ardanza Reserva,2000,4.2,Rioja,161.0,Tinto,Tempranillo,1,16-18°C,0.026,1,6
Vinedos de Paganos,El Puntido,2013,4.2,Rioja,34.41,Tinto,Tempranillo,0,16-18°C,0.122,0,7
Emilio Moro,Ribera del Duero,2019,4.2,Ribera del Duero,16.95,Tinto,Tempranillo,0,16-18°C,0.248,0,7
Alvaro Palacios,Finca Dofi,2015,4.2,Priorato,52.5,Tinto,Grenache / Carinena,0,16-18°C,0.08,1,7
Protos,Reserva 5 Ano,2014,4.2,Ribera del Duero,19.53,Tinto,Tempranillo,1,16-18°C,0.215,0,6
Bodegas Valduero,Ribera Del Duero Reserva,2012,4.2,Ribera del Duero,30.0,Tinto,Tempranillo,1,16-18°C,0.14,0,6
Baluarte,Muscat,2020,4.2,Navarra,5.5,Desconocido,Blend/Other,0,10-14°C,0.764,0,3
Marques de Riscal,Rioja Gran Reserva,2014,4.2,Rioja,35.63,Tinto,Tempranillo,1,16-18°C,0.118,0,6
Bodegas Roda,Roda Reserva Rioja,2017,4.2,Rioja,25.5,Tinto,Tempranillo,1,16-18°C,0.165,0,6
Bodegas Amaren,Angeles de Amaren Tempranillo - Graciano,2015,4.2,Rioja,19.38,Tinto,Tempranillo,0,16-18°C,0.217,0,7
Marques de Murrieta,Reserva Rioja (Finca Ygay),2017,4.2,Rioja,20.9,Tinto,Tempranillo,1,16-18°C,0.201,0,6
Arzuaga,Ribera del Duero Crianza,2019,4.2,Ribera del Duero,18.5,Tinto,Tempranillo,1,16-18°C,0.227,0,6
Marques de Riscal,Reserva XR,2015,4.2,Rioja,23.0,Tinto,Tempranillo,1,16-18°C,0.183,0,6
Familia Torres,Purgatori Costers del Segre,2016,4.2,Costers del Segre,38.37,Tinto,Blend/Other,0,16-18°C,0.109,0,2
Familia Torres,Purgatori Costers del Segre,2017,4.2,Costers del Segre,25.5,Tinto,Blend/Other,0,16-18°C,0.165,0,2
Ramon Bilbao,Mirto,2012,4.2,Rioja,35.0,Tinto,Tempranillo,0,16-18°C,0.12,0,7
Ossian,Vinas Viejas Verdejo,2015,4.2,Castilla y Leon,30.0,Blanco,Verdejo,0,8-10°C,0.14,0,1
Hispano Suizas,Bassus Pinot Noir,2017,4.2,Utiel-Requena,18.95,Tinto,Blend/Other,0,16-18°C,0.222,0,2
Murviedro,Sericis Cepas Viejas Monastrell,2017,4.2,Valencia,8.95,Tinto,Monastrell,0,16-18°C,0.469,0,2
Castillo Perelada,Finca Malaveina,2016,4.2,Emporda,25.35,Tinto,Blend/Other,0,16-18°C,0.166,0,2
Montecastro,Ribera del Duero Red,2018,4.2,Ribera del Duero,18.5,Tinto,Tempranillo,0,16-18°C,0.227,0,7
Contino,Rioja Gran Reserva,2008,4.2,Rioja,36.0,Tinto,Tempranillo,1,16-18°C,0.117,0,6
Contino,Rioja Gran Reserva,2009,4.2,Rioja,85.8,Tinto,Tempranillo,1,16-18°C,0.049,1,6
Hispano Suizas,Bassus Pinot Noir,2018,4.2,Utiel-Requena,19.25,Tinto,Blend/Other,0,16-18°C,0.218,0,2
Quinta Sardonia,QS,2007,4.2,Castilla y Leon,37.5,Tinto,Blend/Other,0,16-18°C,0.112,0,2
VALENCISO,Rioja Reserva,2014,4.2,Rioja,19.4,Tinto,Tempranillo,1,16-18°C,0.216,0,6
Gramona,Gessami,2020,4.2,Penedes,11.2,Desconocido,Blend/Other,0,10-14°C,0.375,0,3
Remirez de Ganuza,Rioja Reserva Fincas de Ganuza,2014,4.2,Rioja,29.5,Tinto,Tempranillo,1,16-18°C,0.142,0,6
Barahonda,Summum Monastrell,2017,4.2,Yecla,15.95,Tinto,Monastrell,0,16-18°C,0.263,0,2
Losada,Altos de Losada,2017,4.2,Bierzo,18.4,Tinto,Mencia,0,16-18°C,0.228,0,7
Alvaro Palacios,Finca Dofi,2014,4.2,Priorato,59.95,Tinto,Grenache / Carinena,0,16-18°C,0.07,1,7
El Coto,Coto de Imaz Rioja Gran Reserva,2015,4.2,Rioja,15.88,Tinto,Tempranillo,1,16-18°C,0.264,0,6
Matsu,El Viejo,2012,4.2,Toro,26.95,Tinto,Tempranillo,0,16-18°C,0.156,0,7
Recaredo,Corpinnat Terrers Brut Nature,2017,4.2,Cava,25.0,Espumoso,Blend/Other,0,6-8°C,0.168,0,5
Williams & Humbert,Dos Cortados Palo Cortado Solera Especial Aged 20 Years,2015,4.2,Jerez Palo Cortado,32.16,Generoso,Blend/Other,1,12-14°C,0.131,0,4
Alvaro Palacios,Vi de Vila Gratallops,2015,4.2,Priorato,60.0,Tinto,Grenache / Carinena,0,16-18°C,0.07,1,7
Alvaro Palacios,Vi de Vila Gratallops,2014,4.2,Priorato,55.0,Tinto,Grenache / Carinena,0,16-18°C,0.076,1,7
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2010,4.2,Rioja,86.95,Tinto,Tempranillo,1,16-18°C,0.048,1,6
Tobia,Oscar Tobia Reserva Rioja,2015,4.2,Rioja,20.0,Tinto,Tempranillo,1,16-18°C,0.21,0,6
Marques de Caceres,Rioja Satinela Blanco Semidulce,2020,4.2,Rioja,6.99,Blanco,Viura,0,8-10°C,0.601,0,1
Vina Pedrosa,Reserva,2012,4.2,Ribera del Duero,29.93,Tinto,Tempranillo,1,16-18°C,0.14,0,6
Castillo Perelada,Finca Malaveina,2012,4.2,Emporda,17.84,Tinto,Blend/Other,0,16-18°C,0.235,0,2
Contino,Rioja Gran Reserva,2014,4.2,Rioja,34.5,Tinto,Tempranillo,1,16-18°C,0.122,0,6
Bodegas Mauro,Red,2008,4.2,Castilla y Leon,55.0,Tinto,Blend/Other,0,16-18°C,0.076,1,2
Portal del Priorat,Clos del Portal Negre de Negres,2017,4.2,Priorato,21.85,Tinto,Grenache / Carinena,0,16-18°C,0.192,0,7
Recaredo,Corpinnat Terrers Brut Nature,2016,4.2,Cava,21.8,Espumoso,Blend/Other,0,6-8°C,0.193,0,5
Torre de Ona,Martelo Reserva,2014,4.2,Rioja,20.5,Tinto,Tempranillo,1,16-18°C,0.205,0,6
Tinto Pesquera,Crianza,2019,4.2,Ribera del Duero,17.25,Tinto,Tempranillo,1,16-18°C,0.243,0,6
Dehesa de Los Canonigos,Solideo,2015,4.2,Ribera del Duero,35.09,Tinto,Tempranillo,0,16-18°C,0.12,0,7
Sei Solo,Preludio,2017,4.2,Ribera del Duero,24.9,Tinto,Tempranillo,0,16-18°C,0.169,0,7
